Otimizado; Não Otimizado
0.043945;0.045898
0.386963;0.428955
0.978027;1.154053
1.728027;1.864990
5.703857;6.109131
10.903809;11.784912
37.791992;39.248047
71.216064;74.317383
75.731934;81.718506
121.725098;124.661865
281.572998;286.585205
579.566895;595.304932
920.395020;915.245850
5645.336914;6239.277588
6325.765625;6867.760010
103843.640869;107256.810059
112455.080078;123078.277100
401764.519043;416531.815430
1094424.554199;1129846.432617
