Otimizado; Não Otimizado
 723.1991; 745.6786
 1638.7319; 1731.6721
 2180.7017; 2283.2850
 2487.2432; 2535.2960
 3129.8887; 3062.4445
 3459.3915; 2940.2322
 4062.0690; 3727.6460
 4223.1645; 3921.2417
 4265.9124; 3981.5028
 4374.8804; 4126.6979
 4547.6793; 4323.4489
 4653.4746; 4441.7203
 4697.4036; 4513.2397
 4580.1158; 4519.2312
 4536.5585; 4752.9800
 4802.5574; 4883.4332
 4762.8972; 4821.1361
 4874.8197; 4966.2477
 4914.0815; 4871.9563
