Otimizado; Não Otimizado
1.2940;3.3782
16.6833;44.0135
41.6978;105.9093
67.1398;166.2366
152.0612;351.9432
235.6729;472.3061
407.2014;682.7271
499.8022;762.2410
510.9377;770.3104
572.7232;808.1648
666.4902;859.2098
721.0876;876.8161
747.8134;880.8864
774.3058;851.4577
773.8135;852.6803
787.5762;848.2686
788.7179;849.4812
790.2459;846.8477
789.7033;842.3169
