Otimizado; Não Otimizado
 0.2351; 0.2573
 0.2462; 0.2656
 0.2416; 0.2743
 0.2293; 0.2613
 0.2546; 0.2794
 0.2630; 0.2896
 0.2661; 0.2849
 0.2628; 0.2745
 0.2640; 0.2733
 0.2603; 0.2677
 0.2566; 0.2598
 0.2539; 0.2556
 0.2528; 0.2506
 0.2482; 0.2461
 0.2480; 0.2469
 0.2494; 0.2503
 0.2496; 0.2509
 0.2500; 0.2511
 0.2503; 0.2514
