Otimizado; Não Otimizado
 698.8622; 683.5547
 3824.8647; 3675.7354
 5610.0762; 5342.1639
 6499.2026; 6336.4433
 6946.7031; 7238.4370
 7507.4634; 7651.3285
 8181.9760; 8419.6639
 7930.0325; 7986.7446
 7909.9338; 7935.0371
 7937.1062; 8002.1754
 7996.1769; 8032.0137
 8026.9854; 8036.5228
 8131.6340; 8234.5691
 5836.3674; 5483.5922
 5696.0821; 5637.2799
 2564.1859; 2528.3391
 2549.5291; 2490.4545
 2234.3429; 2210.0379
 2079.3412; 2006.9402
