Otimizado; Não Otimizado
4.6569;11.8388
39.9667;104.4275
93.1968;235.3540
146.6084;361.3133
321.5388;742.0147
492.2270;984.2127
837.2046;1401.6535
1021.8114;1556.5673
1044.1192;1572.3824
1166.6692;1644.6959
1351.4353;1740.9590
1457.7369;1771.5613
1509.3808;1777.1249
1557.1316;1711.7938
1555.9406;1714.0427
1579.4758;1700.9505
1581.6637;1703.2785
1583.3815;1696.6306
1581.5210;1686.7714
