Otimizado; Não Otimizado
230.3535;223.4230
230.0054;251.4966
291.3784;340.0548
329.3998;446.9280
516.0026;794.3202
4072.8942;1193.4460
14716.8018;7461.9101
29560.8197;27317.4806
31772.9516;31005.8842
38513.0952;39581.2070
48387.3064;48916.6679
52846.6581;51549.6967
54406.1702;55385.2608
42084.9992;43612.9570
40675.4265;39968.9564
20534.7729;21314.0702
20333.4759;20190.9695
18492.3987;18323.0011
17092.3462;16576.8507
