Otimizado; Não Otimizado
 0.012695; 0.013672
 0.133301; 0.161133
 0.307129; 0.387939
 0.486572; 0.585938
 1.149170; 1.387695
 1.866211; 2.269287
 4.402344; 5.416016
 6.789307; 8.394287
 7.107666; 8.790527
 9.719482; 12.034180
 17.181396; 21.326172
 28.107178; 34.904297
 38.603271; 47.962646
 107.922119; 134.369629
 113.588379; 140.249023
 431.998291; 535.781250
 453.011963; 557.452393
 972.084717; 1200.539551
 1815.089600; 2252.506836
