Otimizado; Não Otimizado
2.0494;2.1023
39.4398;40.0687
140.7812;141.0489
283.1976;285.5911
933.1418;947.3182
1703.3174;1833.9897
4050.4338;4056.5078
5135.5192;5163.2674
5222.9098;5255.4546
5943.7274;5977.7030
6867.8938;6893.4213
7343.1986;7327.8868
7616.2199;7675.3177
5732.3339;5355.9754
5602.8067;5503.3770
2561.2916;2519.9853
2546.9497;2483.0520
2233.7886;2206.6558
2079.2845;2005.1963
