Otimizado; Não Otimizado
 180.7725; 194.9996
 82.0056; 92.2366
 57.8728; 65.1263
 45.3370; 52.3638
 31.1100; 35.6661
 24.6771; 28.2035
 16.0813; 18.3374
 12.7975; 14.7539
 12.6468; 14.4110
 10.7968; 12.3086
 8.0834; 9.2375
 6.3694; 7.2595
 5.4382; 6.1742
 3.2546; 3.6900
 3.1832; 3.6110
 1.6234; 1.8438
 1.6014; 1.8149
 1.0840; 1.2380
 0.7953; 0.8942
