Otimizado; Não Otimizado
 12393.1695; 4782.1530
 2635.5832; 1131.4739
 1644.3616; 677.8484
 1382.2527; 579.7430
 1153.5491; 432.1363
 4093.7259; 464.3307
 6808.8823; 5867.3611
 8509.7936; 9122.2709
 8246.1468; 9125.6504
 9137.5131; 8881.4730
 8715.4404; 8543.5100
 8454.4402; 8365.1549
 8336.5388; 8271.2599
 10667.0879; 11201.5985
 11052.7153; 11384.0917
 14414.7088; 14593.1180
 14399.8244; 14560.9242
 14642.0629; 14743.1667
 14805.2259; 14781.9744
