Otimizado; Não Otimizado
231.0247;237.8400
241.7603;278.8749
292.5506;339.7229
331.2688;400.4207
458.7063;635.3257
1308.4619;817.4587
3204.4125;4532.6664
4824.1209;7480.6912
4807.4078;7579.2188
5939.8868;7884.4411
6703.3457;8201.6869
7143.8666;8359.9444
7343.0631;8443.4467
9772.2867;11366.4601
10103.9627;11535.9810
13212.6903;14513.2505
13242.6317;14509.2494
13494.9015;14669.4823
13655.7835;14695.7092
