Otimizado; Não Otimizado
 0.2606; 0.2459
 0.2538; 0.2674
 0.2462; 0.2754
 0.2458; 0.2797
 0.2611; 0.2812
 0.2684; 0.2951
 0.2828; 0.2884
 0.2758; 0.2753
 0.2749; 0.2739
 0.2688; 0.2675
 0.2606; 0.2599
 0.2565; 0.2545
 0.2549; 0.2488
 0.2497; 0.2468
 0.2501; 0.2479
 0.2497; 0.2513
 0.2504; 0.2511
 0.2500; 0.2513
 0.2503; 0.2516
