Otimizado; Não Otimizado
0.098145;0.228027
0.637939;1.496826
1.486084;3.644287
2.437988;5.827881
5.760742;13.925781
9.454834;22.891846
24.575928;60.398193
39.658936;97.166748
41.367920;101.979248
57.643066;143.506836
105.842041;262.478027
175.212891;439.219238
243.185059;611.638184
707.888428;1828.263184
742.934082;1925.465088
2888.960205;7477.334961
3028.219238;7879.107666
6530.675781;16937.032227
12204.226807;31743.465088
