Aplicacao_metodo_Newton; Calculo_Gradiente; Calculo_Hessiana; Resolucao_Sistema_Linear
0.578857; 0.008789; 0.050537; 0.495605
4.223633; 0.020996; 0.446777; 3.670410
10.592529; 0.039795; 1.094482; 9.287598
