Otimizado; Não Otimizado
0.043213;0.047119
0.393799;0.383057
1.067139;0.986816
1.743896;1.822998
5.735107;5.570068
11.041016;11.000977
37.209961;37.068604
71.290039;72.135986
76.976807;77.695801
122.714844;120.782227
282.810059;280.553711
578.338867;584.430664
910.835205;901.404053
5674.653320;5736.934326
6350.033691;6668.649170
107364.806641;107526.675781
116243.672119;123566.605225
409548.070068;416285.156982
1119172.311768;1140761.808594
