Otimizado; Não Otimizado
264.0415;267.7029
292.4645;289.7295
351.9068;372.8128
403.8654;470.9438
537.2166;819.8565
758.3075;1257.7765
17236.5572;11201.3340
28371.0546;29443.2790
31055.5319;32343.6873
38409.5460;39793.6446
48484.4061;48736.8692
52646.6476;51434.9044
54403.9078;55172.4785
42875.2161;43102.9140
41348.3911;36348.8255
20504.4241;20501.9713
20284.7610;18517.6815
17909.1723;18332.4986
16848.0065;16374.7776
