Otimizado; Não Otimizado
 0.014404; 0.011230
 0.147949; 0.130615
 0.310791; 0.276367
 0.501221; 0.424561
 1.174072; 0.988770
 1.866211; 1.609375
 4.507568; 3.861816
 6.897217; 5.960693
 7.303467; 6.233643
 9.944824; 8.511963
 17.687012; 15.105957
 28.844482; 24.816406
 39.849854; 33.906982
 110.839111; 95.170166
 116.328125; 99.161133
 445.012451; 379.795654
 467.220215; 394.295410
 1003.200684; 852.505371
 1873.172363; 1604.389893
