Otimizado; Não Otimizado
3.3315;3.3712
43.8471;43.7038
105.6146;105.2490
165.5773;164.7056
349.2178;349.2775
471.1674;472.5580
680.1760;680.3225
760.8142;761.7640
769.0008;770.9327
809.0771;807.9997
857.6947;855.7659
879.3418;879.4594
888.2350;883.9587
871.2609;852.9651
871.4640;830.4451
871.6901;844.4458
871.0788;829.4231
871.0895;843.6699
871.5641;839.6397
