Otimizado; Não Otimizado
 0.2297; 0.2399
 0.2601; 0.2523
 0.2637; 0.2591
 0.2666; 0.2582
 0.2643; 0.2823
 0.2654; 0.2850
 0.2710; 0.2884
 0.2661; 0.2756
 0.2653; 0.2750
 0.2618; 0.2687
 0.2569; 0.2608
 0.2543; 0.2548
 0.2535; 0.2507
 0.2478; 0.2464
 0.2477; 0.2475
 0.2489; 0.2506
 0.2489; 0.2515
 0.2493; 0.2513
 0.2496; 0.2514
