Aplicacao_metodo_Newton; Calculo_Gradiente; Calculo_Hessiana; Resolucao_Sistema_Linear
0.229004; 0.003174; 0.014893; 0.202881
1.464111; 0.005859; 0.116943; 1.317871
3.578125; 0.012207; 0.276855; 3.230713
