Otimizado; Não Otimizado
 178.0242; 217.5975
 80.2304; 92.5034
 55.1458; 61.8467
 44.5591; 52.7198
 30.3779; 35.5603
 23.4944; 28.1054
 15.4751; 18.2459
 12.6667; 14.6121
 12.2045; 14.3884
 10.4925; 12.3156
 7.8826; 9.2657
 6.2032; 7.2330
 5.2829; 6.1875
 3.1787; 3.6909
 3.0996; 3.5970
 1.5727; 1.8411
 1.5316; 1.8110
 1.0434; 1.2387
 0.7673; 0.8941
