Otimizado; Não Otimizado
2.1898;2.0732
40.3803;39.9453
142.5354;142.0101
286.2032;283.1718
937.7529;944.2288
1804.8423;1805.9412
3944.1032;3980.3272
5104.8639;5169.7304
5198.9314;5196.2342
5896.6649;5975.7861
6844.3183;6891.8324
7351.6419;7354.0857
7599.4176;7735.1650
5878.6155;5629.4444
5637.0305;4841.8587
2457.0819;2511.3008
2435.7874;2409.9708
2154.0201;2139.9629
2044.2248;1944.2957
