Otimizado; Não Otimizado
 1646.9450; 1632.1744
 2484.3749; 2487.3394
 2485.8493; 2497.4616
 2542.2562; 2484.3128
 2550.8521; 2549.2899
 2499.1950; 2492.8868
 2304.3141; 2300.8059
 2220.5356; 2223.8204
 2216.7406; 2218.7682
 2163.8493; 2160.1658
 2091.1127; 2084.1226
 2042.1258; 2044.1470
 2019.7986; 2019.8319
 1903.8488; 1906.7870
 1902.6995; 1849.6929
 1873.3565; 1871.6488
 1871.8243; 1832.3839
 1865.7795; 1864.7058
 1863.4900; 1854.3326
