Aplicacao_metodo_Newton; Calculo_Gradiente; Calculo_Hessiana; Resolucao_Sistema_Linear
0.225098; 0.003906; 0.015381; 0.200439
1.552734; 0.006836; 0.137451; 1.395508
3.532959; 0.012207; 0.308105; 3.200439
