Otimizado; Não Otimizado
 0.003906; 0.002930
 0.009033; 0.007080
 0.009033; 0.008057
 0.014893; 0.006104
 0.023438; 0.014648
 0.025879; 0.017822
 0.046143; 0.025391
 0.051270; 0.032959
 0.052734; 0.029053
 0.061768; 0.038086
 0.087891; 0.049316
 0.108398; 0.068359
 0.121826; 0.078125
 0.210693; 0.129395
 0.217041; 0.130615
 0.422119; 0.254639
 0.432373; 0.255859
 0.629395; 0.370361
 0.853760; 0.506836
