Otimizado; Não Otimizado
 0.2321; 0.2381
 0.2459; 0.2511
 0.2215; 0.2120
 0.1318; 0.1833
 0.0251; 0.0191
 0.0429; 0.0151
 0.1420; 0.1562
 0.2018; 0.1974
 0.2047; 0.2160
 0.2279; 0.2237
 0.2406; 0.2407
 0.2452; 0.2155
 0.2471; 0.2466
 0.2472; 0.2361
 0.2450; 0.2138
 0.2069; 0.1907
 0.2044; 0.1808
 0.1872; 0.1763
 0.1814; 0.1669
