Otimizado; Não Otimizado
0.8730;0.8786
31.3280;31.3778
122.6696;122.8658
254.7272;252.8887
872.6033;879.8452
1707.3627;1709.9149
3808.8443;3845.2377
4965.7260;5030.0049
5060.0979;5058.6117
5762.5428;5840.8128
6727.8575;6775.1918
7254.0850;7256.9083
7513.4437;7647.9719
5838.7999;5591.4000
5599.7489;4809.9047
2448.7750;2502.8200
2427.7459;2402.0231
2149.1681;2135.1461
2040.8532;1941.0906
