Otimizado; Não Otimizado
 0.2193; 0.2524
 0.2563; 0.2564
 0.2362; 0.1204
 0.0367; 0.0469
 0.0380; 0.0230
 0.1249; 0.0319
 0.3181; 0.3347
 0.3643; 0.3648
 0.3764; 0.3734
 0.3859; 0.3943
 0.3949; 0.3951
 0.3954; 0.3963
 0.3890; 0.3886
 0.3568; 0.3565
 0.3535; 0.3545
 0.3104; 0.3086
 0.3041; 0.3025
 0.2485; 0.2490
 0.2487; 0.2491
