Aplicacao_metodo_Newton; Calculo_Gradiente; Calculo_Hessiana; Resolucao_Sistema_Linear
0.045898; 0.000977; 0.011719; 0.020996
0.385010; 0.004883; 0.117432; 0.241943
1.063965; 0.008057; 0.285645; 0.724609
