Otimizado; Não Otimizado
 0.2247; 0.2426
 0.2255; 0.2365
 0.2126; 0.2518
 0.2351; 0.2434
 0.2626; 0.2541
 0.2584; 0.2572
 0.2805; 0.2686
 0.2893; 0.2712
 0.2916; 0.2844
 0.2896; 0.2959
 0.2911; 0.2875
 0.3068; 0.2943
 0.2983; 0.2772
 0.2731; 0.2694
 0.2586; 0.2719
 0.2832; 0.2799
 0.2670; 0.2805
 0.1993; 0.2798
 0.2099; 0.2991
