Aplicacao_metodo_Newton; Calculo_Gradiente; Calculo_Hessiana; Resolucao_Sistema_Linear
0.293701; 0.004395; 0.029541; 0.249756
2.094482; 0.012695; 0.242676; 1.798340
6.245361; 0.024170; 0.738037; 5.386230
